Protein,p-value,BV- Avg Count,BV- Avg Transformed Abundance,BV- StDev,BV+ Avg Count,BV+ Avg Transformed Abundance,BV+ StDev,delta
Vitamin D-binding protein,0.272274611,2.888888889,0.000424511,0.000411042,3.8,0.000835922,0.001129802,0.911111111
"Keratin, type II cytoskeletal 1b",0.27318828,1.555555556,0.000234436,0.000209089,1.2,0.000256857,0.000209948,-0.355555556
Ubiquitin carboxyl-terminal hydrolase 5,0.27419996,0.333333333,4.91E-05,0.000142957,0.2,4.01E-05,8.88E-05,-0.133333333
Ras-related protein Rab-13,0.27419996,0.222222222,3.31E-05,9.62E-05,0.2,4.97E-05,0.000101522,-0.022222222
Hemoglobin subunit delta,0.274785951,126.7777778,0.018821867,0.026721362,60.65,0.01458284,0.028506053,-66.12777778
"Actin, cytoplasmic 1",0.275278384,213.8888889,0.032183719,0.010098707,163.15,0.035567468,0.014741972,-50.73888889
Histone H2B type 1-B,0.275278384,45.11111111,0.006800584,0.002749799,33.75,0.00726115,0.004385573,-11.36111111
Histone H2B type 1-L,0.275278384,43.55555556,0.006555991,0.002649237,31.75,0.006860689,0.004050082,-11.80555556
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,0.276741033,0.555555556,8.05E-05,9.59E-05,0.7,0.000135626,0.000186772,0.144444444
Semenogelin-2,0.284179971,72.11111111,0.010391305,0.029709402,26.3,0.004550161,0.016048248,-45.81111111
Core histone macro-H2A.2,0.284179971,1,0.000149672,0.000142033,0.75,0.000188677,0.00028776,-0.25
Transitional endoplasmic reticulum ATPase,0.286379995,9.777777778,0.001427271,0.000890029,6.7,0.001302829,0.001039546,-3.077777778
Histone H2A type 1,0.286592918,38.33333333,0.005794047,0.002424644,26.7,0.006195766,0.00350185,-11.63333333
Rho-related GTP-binding protein RhoG,0.288422211,0.444444444,7.01E-05,0.000135136,0.2,4.17E-05,8.64E-05,-0.244444444
Coronin-1A,0.291375845,6.111111111,0.000950465,0.001187671,5.35,0.001210561,0.00166778,-0.761111111
Apolipoprotein B-100,0.291474545,2.666666667,0.000407594,0.000847981,2.25,0.000521566,0.001641948,-0.416666667
Histidine-rich glycoprotein,0.291474545,0.444444444,6.83E-05,0.00015299,0.8,0.000169518,0.000645399,0.355555556
Apolipoprotein(a),0.291474545,0.333333333,4.85E-05,0.000100981,0.2,5.01E-05,0.000135005,-0.133333333
"ATP synthase F(0) complex subunit B1, mitochondrial",0.291474545,0.333333333,5.08E-05,0.000103295,0.2,4.36E-05,0.000111025,-0.133333333
Nesprin-1,0.292264621,0.111111111,1.34E-05,3.89E-05,0.3,5.33E-05,0.000139416,0.188888889
IQ motif and SEC7 domain-containing protein 1,0.292264621,0.111111111,1.34E-05,3.89E-05,0.15,3.26E-05,7.97E-05,0.038888889
40S ribosomal protein S15a,0.292264621,0.111111111,1.34E-05,3.89E-05,0.15,3.38E-05,8.27E-05,0.038888889
Protein FAM83H,0.292264621,0.111111111,1.64E-05,4.77E-05,0.25,3.91E-05,9.64E-05,0.138888889
Guanylate-binding protein 4,0.292264621,0.111111111,1.63E-05,4.74E-05,0.25,5.56E-05,0.000138693,0.138888889
"Cytochrome c oxidase subunit 7A2, mitochondrial",0.292264621,0.111111111,1.63E-05,4.74E-05,0.25,0.000127072,0.000429461,0.138888889
Protein FAM162A,0.292264621,0.111111111,1.77E-05,5.15E-05,0.2,6.50E-05,0.000169815,0.088888889
Immunoglobulin heavy variable 3-53,0.292264621,0.222222222,3.47E-05,0.000101015,0.4,9.34E-05,0.000248717,0.177777778
Ketosamine-3-kinase,0.292264621,0.111111111,1.74E-05,5.05E-05,0.25,4.32E-05,0.000105434,0.138888889
Metabotropic glutamate receptor 3,0.292264621,0.111111111,1.85E-05,5.39E-05,0.15,2.72E-05,6.56E-05,0.038888889
Transforming acidic coiled-coil-containing protein 2,0.292264621,0.111111111,1.85E-05,5.39E-05,0.15,3.06E-05,7.44E-05,0.038888889
Transmembrane protein 43,0.292790459,0.444444444,6.07E-05,9.19E-05,0.6,0.000136398,0.000306559,0.155555556
Cytidine deaminase,0.29540167,1.777777778,0.000254883,0.000242657,1.65,0.000319259,0.000312623,-0.127777778
60S ribosomal protein L3,0.296244518,2.111111111,0.000306328,0.00026955,1.85,0.000383235,0.000353852,-0.261111111
Carcinoembryonic antigen-related cell adhesion molecule 1,0.297375232,1.888888889,0.000291545,0.000151396,1.25,0.00033594,0.000434329,-0.638888889
Desmocollin-2,0.297717637,9.333333333,0.001386609,0.000503324,6.4,0.001230338,0.001078505,-2.933333333
Tubulin beta-8 chain,0.297944949,7.777777778,0.001170981,0.00045015,5.05,0.00101471,0.000696985,-2.727777778
Annexin A11,0.298080971,4.444444444,0.000698487,0.000456096,2.7,0.000661295,0.000554861,-1.744444444
D-3-phosphoglycerate dehydrogenase,0.298148879,7.777777778,0.001151397,0.00059664,7.25,0.001441733,0.001089106,-0.527777778
Histone H1.0,0.298148879,4.555555556,0.000654914,0.000423314,4,0.000837744,0.000687039,-0.555555556
Glutathione S-transferase P,0.2981715,22.77777778,0.003430121,0.00134979,17.6,0.003732633,0.001482784,-5.177777778
Histone H2A type 1-D,0.2981715,38.11111111,0.005761466,0.00240006,26.75,0.00620769,0.003528211,-11.36111111
Histone H2A type 1-J,0.2981715,37.11111111,0.005596607,0.002191869,25.85,0.00601942,0.003532479,-11.26111111
"Keratin, type II cytoskeletal 8",0.2981715,8.666666667,0.001295692,0.000864139,6.5,0.001445318,0.002130824,-2.166666667
L-lactate dehydrogenase C chain,0.299353876,0.333333333,4.52E-05,6.61E-05,0.35,7.26E-05,0.000162461,0.016666667
Glutathione S-transferase omega-1,0.299353876,0.444444444,6.74E-05,0.000108419,0.5,0.000115444,0.000244865,0.055555556
26S proteasome regulatory subunit 6A,0.30247131,1,0.000146429,0.000144103,0.7,0.000126989,0.000184703,-0.3
Transthyretin,0.309718248,4.888888889,0.000725706,0.000687265,2.95,0.000682281,0.00079005,-1.938888889
Haptoglobin,0.309718248,20.77777778,0.003144855,0.003834594,18.45,0.004255234,0.005069137,-2.327777778
Ras-related protein Ral-A,0.315090652,0.333333333,4.22E-05,8.48E-05,0.35,7.75E-05,0.00014466,0.016666667
Bactericidal permeability-increasing protein,0.31722634,3.333333333,0.000518623,0.000520683,2.05,0.000479299,0.000558147,-1.283333333
Phospholipase B-like 1,0.318427651,1.444444444,0.000225854,0.000244892,1.4,0.000425329,0.00070905,-0.044444444
"60 kDa heat shock protein, mitochondrial",0.319393157,1.777777778,0.000276673,0.000258359,1.5,0.000366021,0.000387596,-0.277777778
Delta-aminolevulinic acid dehydratase,0.321674575,0.666666667,0.000101954,0.000212122,0.25,6.01E-05,0.000132903,-0.416666667
"Keratin, type II cytoskeletal 6B",0.321894565,573.6666667,0.081807639,0.030981262,466.35,0.093407868,0.039295835,-107.3166667
"Keratin, type II cytoskeletal 6C",0.321894565,701.2222222,0.099297905,0.037830313,559.25,0.11075763,0.044820986,-141.9722222
14-3-3 protein zeta/delta,0.321894565,46.55555556,0.006899132,0.001446263,32.1,0.006835792,0.002925942,-14.45555556
Cathepsin G,0.321894565,16.11111111,0.002516025,0.001829664,13.25,0.003018155,0.002559235,-2.861111111
Alpha-1B-glycoprotein,0.325321182,1.777777778,0.000263462,0.000481395,1.65,0.000359714,0.000719429,-0.127777778
Ras-related protein Rab-5B,0.327463772,0.222222222,3.19E-05,6.23E-05,0.15,3.04E-05,7.63E-05,-0.072222222
40S ribosomal protein S27-like,0.327463772,0.222222222,3.41E-05,6.57E-05,0.15,2.82E-05,6.94E-05,-0.072222222
40S ribosomal protein S27,0.327463772,0.222222222,3.41E-05,6.57E-05,0.15,2.82E-05,6.94E-05,-0.072222222
60S ribosomal protein L35a,0.327463772,0.333333333,5.39E-05,0.000110161,0.3,6.03E-05,0.000153616,-0.033333333
Putative heat shock protein HSP 90-beta 4,0.330778105,1.333333333,0.000204665,0.0001417,1.05,0.000215798,0.000274619,-0.283333333
"Trifunctional enzyme subunit beta, mitochondrial",0.331918868,0.111111111,1.64E-05,4.77E-05,0.15,5.01E-05,0.000148756,0.038888889
GDP-L-fucose synthase,0.331918868,0.111111111,1.63E-05,4.74E-05,0.25,3.97E-05,0.000101723,0.138888889
Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,0.331918868,0.111111111,2.01E-05,5.84E-05,0.25,7.11E-05,0.0002268,0.138888889
Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,0.331918868,0.111111111,2.01E-05,5.84E-05,0.25,7.11E-05,0.0002268,0.138888889
Interleukin-36 gamma,0.331918868,0.111111111,1.85E-05,5.39E-05,0.2,4.15E-05,0.000114426,0.088888889
Interleukin-18,0.333365778,2.666666667,0.000394577,0.000256389,2.9,0.000561067,0.000582231,0.233333333
Myeloblastin,0.333365778,5.555555556,0.000867445,0.000948782,4.65,0.00110513,0.001227525,-0.905555556
Histone H3.1t,0.333849955,6.666666667,0.001011287,0.000771169,4.5,0.000978148,0.000622125,-2.166666667
Protein transport protein Sec61 subunit beta,0.339317006,0.777777778,0.000116251,0.000160502,0.6,0.000109281,0.000180146,-0.177777778
Clathrin heavy chain 2,0.339317006,0.444444444,6.24E-05,7.24E-05,0.5,0.000131202,0.000248408,0.055555556
Talin-1,0.344629646,2.333333333,0.000358912,0.000800068,0.5,0.000113854,0.000269894,-1.833333333
RasGAP-activating-like protein 1,0.344629646,0.333333333,4.94E-05,7.21E-05,0.3,6.67E-05,0.000109028,-0.033333333
ADP-ribosylation factor 3,0.345351251,1.888888889,0.000283769,0.000194038,1.3,0.000291043,0.000301525,-0.588888889
ADP-ribosylation factor 1,0.345351251,1.888888889,0.000283769,0.000194038,1.3,0.000291043,0.000301525,-0.588888889
Plastin-2,0.345351251,5.777777778,0.00088704,0.001021219,7.6,0.00168227,0.002450478,1.822222222
Kallikrein-6,0.345734417,4.777777778,0.000749545,0.000913289,3.6,0.00077321,0.000712375,-1.177777778
Matrix metalloproteinase-9,0.34597174,2.888888889,0.000460049,0.000788135,3.85,0.000845768,0.001342175,0.961111111
Transforming protein RhoA,0.346348794,3.222222222,0.000498921,0.00024373,2.2,0.000473187,0.000330709,-1.022222222
Hemoglobin subunit beta,0.346366753,284.7777778,0.041286282,0.054204111,155.8,0.036283985,0.05955811,-128.9777778
Histone H2B type 3-B,0.346366753,41.55555556,0.006282889,0.002541031,31.5,0.006822641,0.00405651,-10.05555556
"ATP synthase subunit beta, mitochondrial",0.346366753,15.22222222,0.002293597,0.000995221,10.1,0.002479682,0.001864052,-5.122222222
Elongation factor 1-gamma,0.346366753,3,0.00044277,0.000224164,2.35,0.000492951,0.000294587,-0.65
Dual specificity protein phosphatase 14,0.347567695,0.333333333,4.43E-05,9.35E-05,0.4,7.14E-05,0.000145894,0.066666667
Actin-related protein 3C,0.353842619,1,0.000145436,0.00012193,0.75,0.000186888,0.000196184,-0.25
4-trimethylaminobutyraldehyde dehydrogenase,0.357437216,3.444444444,0.000517285,0.000393627,2.25,0.000525951,0.00051608,-1.194444444
Myosin light chain 6B,0.358839268,2.777777778,0.000411828,0.00024627,2.3,0.000501234,0.000220844,-0.477777778
Ras-related protein Rab-5A,0.365132705,0.222222222,3.19E-05,6.23E-05,0.25,5.48E-05,0.000151398,0.027777778
60S ribosomal protein L23a,0.365132705,0.222222222,2.88E-05,5.57E-05,0.25,4.82E-05,0.000125701,0.027777778
Non-POU domain-containing octamer-binding protein,0.365132705,0.222222222,2.88E-05,5.57E-05,0.15,3.28E-05,7.91E-05,-0.072222222
Myomesin-3,0.365132705,0.222222222,2.97E-05,5.76E-05,0.15,3.74E-05,9.38E-05,-0.072222222
Guanylate-binding protein 7,0.365132705,0.222222222,2.96E-05,5.74E-05,0.25,5.56E-05,0.000138693,0.027777778
Calcium-activated potassium channel subunit alpha-1,0.365132705,0.222222222,3.37E-05,6.50E-05,0.15,3.25E-05,7.85E-05,-0.072222222
Glycophorin-A,0.365132705,0.222222222,3.28E-05,6.31E-05,0.4,9.77E-05,0.000241467,0.177777778
Apolipoprotein E,0.365132705,0.444444444,6.83E-05,0.00015299,0.8,0.000186279,0.000489062,0.355555556
Myosin-10,0.368902341,1.777777778,0.000263113,0.00019361,1.1,0.000251067,0.000244848,-0.677777778
Hemoglobin subunit epsilon,0.370195933,13,0.001953921,0.002619346,6.4,0.001523781,0.002507562,-6.6
Heat shock protein beta-8,0.370391708,0.444444444,6.19E-05,0.000101664,0.3,5.99E-05,0.00012179,-0.144444444
Nicotinate phosphoribosyltransferase,0.370391708,0.444444444,5.95E-05,9.05E-05,0.4,8.28E-05,0.000169483,-0.044444444
Heme oxygenase 2,0.370391708,0.444444444,6.04E-05,9.14E-05,0.4,7.75E-05,0.000151348,-0.044444444
Immunoglobulin kappa variable 1-33,0.370391708,1.888888889,0.000286267,0.000553995,0.85,0.00021253,0.000468028,-1.038888889
Neutrophil elastase,0.371191397,12.55555556,0.00194141,0.002073129,16.8,0.003730348,0.00477419,4.244444444
Carcinoembryonic antigen-related cell adhesion molecule 8,0.371191397,1.666666667,0.000256139,8.72E-05,1.3,0.000325729,0.000309753,-0.366666667
Histone H2B type 1-A,0.371497816,19.66666667,0.002983296,0.001681705,14.85,0.003097865,0.002238532,-4.816666667
Phosphoglycerate mutase 2,0.371497816,8.444444444,0.001265342,0.000277971,6.1,0.001297975,0.000789875,-2.344444444
Myosin-11,0.371497816,4.666666667,0.000703467,0.000295577,3.45,0.000747276,0.000557349,-1.216666667
Plasminogen activator inhibitor 2,0.373535518,0.666666667,0.000105933,0.000143095,0.6,0.000131982,0.000185358,-0.066666667
Rho GTPase-activating protein 1,0.379298661,0.444444444,6.61E-05,7.62E-05,0.45,9.38E-05,0.0001789,0.005555556
Immunoglobulin kappa variable 2-29,0.381204286,0.333333333,4.99E-05,0.000101622,0.35,7.92E-05,0.00017795,0.016666667
Immunoglobulin kappa variable 2D-26,0.381204286,0.333333333,4.99E-05,0.000101622,0.35,7.92E-05,0.00017795,0.016666667
Immunoglobulin kappa variable 2D-29,0.381204286,0.333333333,4.99E-05,0.000101622,0.35,7.92E-05,0.00017795,0.016666667
Plasminogen,0.382583913,1.111111111,0.000168366,0.000290994,0.8,0.00017798,0.000259824,-0.311111111
60S ribosomal protein L11,0.383099108,2.222222222,0.000328617,0.000204629,1.65,0.000333333,0.000332268,-0.572222222
Protein S100-A2,0.383792255,6,0.000889099,0.000589429,4.9,0.001115496,0.001123657,-1.1
Immunoglobulin heavy variable 3-11,0.387574538,0.666666667,0.000100683,0.000105549,1,0.000264788,0.000397013,0.333333333
Hemoglobin subunit gamma-1,0.396133316,18.88888889,0.002834941,0.003893611,8.55,0.002062357,0.003894764,-10.33888889
Hemoglobin subunit gamma-2,0.396133316,17.88888889,0.002686626,0.003677444,8.45,0.002036303,0.003824047,-9.438888889
Catenin beta-1,0.396753088,4.555555556,0.000672911,0.000496501,3.55,0.000690213,0.000526724,-1.005555556
Protein NDRG1,0.396940607,4.444444444,0.000625745,0.00049455,3.15,0.000624685,0.00054551,-1.294444444
Tubulin beta-6 chain,0.397176672,9.333333333,0.001402369,0.000550568,6.65,0.001344406,0.000862744,-2.683333333
"Keratin, type II cytoskeletal 6A",0.397189052,818.8888889,0.115224508,0.044810243,628.9,0.124368353,0.049882496,-189.9888889
Desmoglein-3,0.397189052,27.66666667,0.004139888,0.001382314,20.45,0.004104854,0.002322373,-7.216666667
Immunoglobulin gamma-1 heavy chain,0.397189052,86.66666667,0.01318395,0.00413339,66.3,0.01441306,0.012468988,-20.36666667
Histone H2A.J,0.397189052,35.88888889,0.005410861,0.002080422,25.55,0.005949082,0.003451287,-10.33888889
WD repeat-containing protein 1,0.397189052,5.888888889,0.000882468,0.000343543,3.95,0.000823488,0.000424241,-1.938888889
Calreticulin,0.397189052,7.444444444,0.00114132,0.00042545,5.45,0.001092259,0.000633601,-1.994444444
Keratinocyte differentiation-associated protein,0.397370428,0.555555556,8.50E-05,0.000107523,1.6,0.00028986,0.00062986,1.044444444
Inter-alpha-trypsin inhibitor heavy chain H4,0.401762128,3.111111111,0.000475625,0.000846624,3,0.000681123,0.001628194,-0.111111111
UDP-glucose 6-dehydrogenase,0.403056259,0.555555556,7.85E-05,0.000142933,0.35,7.63E-05,0.000159131,-0.205555556
Immunoglobulin kappa variable 1-39,0.403056259,1.444444444,0.00021906,0.000424902,0.65,0.000166619,0.000339319,-0.794444444
Immunoglobulin kappa variable 1-16,0.403056259,1.444444444,0.00021906,0.000424902,0.65,0.000166619,0.000339319,-0.794444444
Immunoglobulin kappa variable 1-17,0.403056259,1.444444444,0.00021906,0.000424902,0.65,0.000166619,0.000339319,-0.794444444
Immunoglobulin kappa variable 1-27,0.403056259,1.444444444,0.00021906,0.000424902,0.65,0.000166619,0.000339319,-0.794444444
Immunoglobulin kappa variable 1D-16,0.403056259,1.444444444,0.00021906,0.000424902,0.65,0.000166619,0.000339319,-0.794444444
Serine/threonine-protein kinase OSR1,0.403056259,0.444444444,6.64E-05,0.00010774,0.35,7.45E-05,0.000145548,-0.094444444
Cysteine and glycine-rich protein 1,0.405740242,0.333333333,4.88E-05,0.000142072,0.1,1.65E-05,5.07E-05,-0.233333333
40S ribosomal protein S25,0.405740242,0.333333333,4.96E-05,0.000144283,0.1,1.48E-05,4.51E-05,-0.233333333
"Aconitate hydratase, mitochondrial",0.406788057,0.444444444,6.67E-05,0.000112194,0.5,0.000113302,0.000211584,0.055555556
Serpin B12,0.409817662,1.333333333,0.000184537,0.000301259,0.75,0.000142029,0.000242488,-0.583333333
Band 3 anion transport protein,0.409817662,11.77777778,0.001789412,0.003143148,4.25,0.001023721,0.002764094,-7.527777778
Histone H2A type 1-H,0.410200985,38,0.005739665,0.00235074,26.7,0.006195766,0.00350185,-11.3
Ubiquitin-60S ribosomal protein L40,0.410200985,9.111111111,0.001292317,0.000929757,5.55,0.001160133,0.000807172,-3.561111111
Ubiquitin-40S ribosomal protein S27a,0.410200985,9.111111111,0.001292317,0.000929757,5.55,0.001160133,0.000807172,-3.561111111
Polyubiquitin-B,0.410200985,9.111111111,0.001292317,0.000929757,5.55,0.001160133,0.000807172,-3.561111111
Polyubiquitin-C,0.410200985,9.111111111,0.001292317,0.000929757,5.55,0.001160133,0.000807172,-3.561111111
Ubiquitin thioesterase OTUB1,0.414366069,0.666666667,9.26E-05,0.000122501,0.65,0.000124749,0.000178869,-0.016666667
Ras-related protein Ral-B,0.415763596,0.555555556,6.89E-05,0.000156312,0.35,7.75E-05,0.00014466,-0.205555556
V-set and immunoglobulin domain-containing protein 10-like,0.415763596,0.333333333,4.44E-05,8.77E-05,0.35,6.17E-05,0.000127879,0.016666667
40S ribosomal protein S23,0.415763596,0.333333333,5.39E-05,0.000110161,0.35,6.00E-05,0.000111892,0.016666667
"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.418703684,1.222222222,0.000181441,0.000215798,0.85,0.000170913,0.000210159,-0.372222222
Carbonic anhydrase 1,0.419696929,36.55555556,0.005511074,0.008853802,16.2,0.003926922,0.009187166,-20.35555556
POTE ankyrin domain family member E,0.423334446,58,0.008766787,0.003363221,41.15,0.008907586,0.004426236,-16.85
Tubulin beta chain,0.423334446,32,0.004790831,0.001479086,22.2,0.004593452,0.002399777,-9.8
Tubulin beta-4B chain,0.423334446,39.44444444,0.005903936,0.00197353,29,0.00597985,0.003134304,-10.44444444
Hemoglobin subunit alpha,0.423334446,442,0.062593186,0.085741507,241.55,0.054240581,0.099084918,-200.45
Histone H2A type 1-C,0.423334446,33.33333333,0.005055751,0.002181136,24.8,0.005732527,0.003348914,-8.533333333
Radixin,0.423334446,5.222222222,0.000793716,0.000307403,3.45,0.000775852,0.000299021,-1.772222222
Immunoglobulin kappa variable 1-5,0.429328076,0.444444444,6.73E-05,0.000129552,0.4,8.80E-05,0.000212429,-0.044444444
60S ribosomal protein L24,0.429328076,0.444444444,6.86E-05,0.000155519,0.35,5.86E-05,0.000119856,-0.094444444
Heat shock 70 kDa protein 4,0.429328076,0.333333333,5.55E-05,0.000111921,0.3,5.08E-05,0.000113669,-0.033333333
Alpha-1-antitrypsin,0.435881563,26,0.003890982,0.005550239,12.7,0.002877276,0.006573698,-13.3
26S proteasome regulatory subunit 10B,0.436412062,0.333333333,4.97E-05,7.38E-05,0.4,6.56E-05,0.000127823,0.066666667
Azurocidin,0.436465013,8.777777778,0.001367752,0.001497869,5.4,0.001207733,0.001201113,-3.377777778
Immunoglobulin heavy variable 3-20,0.445034884,0.666666667,0.000100683,0.000105549,0.8,0.000221349,0.000374317,0.133333333
"Stress-70 protein, mitochondrial",0.445979479,1,0.00014802,0.000198834,0.55,0.000126614,0.000162699,-0.45
Brain acid soluble protein 1,0.445979479,3,0.000454402,0.000554615,1.95,0.000454667,0.000564873,-1.05
Ras-related protein Rab-1B,0.448412422,1.333333333,0.00018938,0.00016777,0.9,0.000203216,0.000203035,-0.433333333
Small proline-rich protein 2F,0.44906768,3.888888889,0.000600894,0.000625482,3,0.000577437,0.000490066,-0.888888889
Neutrophil defensin 3,0.44947417,23.11111111,0.003619236,0.00365371,18.2,0.003833064,0.005185686,-4.911111111
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,0.449698586,2.777777778,0.00040228,0.000212592,2.1,0.000418344,0.000363115,-0.677777778
Transaldolase,0.449797372,4,0.000600621,0.000302139,4.55,0.000961795,0.001029162,0.55
Heat shock protein beta-1,0.449821978,162.7777778,0.024223759,0.005737461,111.75,0.023914413,0.007788201,-51.02777778
Elongation factor 1-alpha 1,0.449821978,52.55555556,0.007812601,0.003376824,36.95,0.007607688,0.003220117,-15.60555556
Tubulin beta-2A chain,0.449821978,26,0.003863598,0.001050138,19.5,0.004083115,0.002217346,-6.5
Histone H4,0.449821978,41.66666667,0.00638849,0.003280075,29.15,0.006313148,0.002986898,-12.51666667
Histone H2A type 3,0.449821978,33.11111111,0.00502315,0.002156027,24.85,0.005744455,0.003376428,-8.261111111
Histone H2A type 1-B/E,0.449821978,33.11111111,0.00502315,0.002156027,24.85,0.005744455,0.003376428,-8.261111111
NF-kappa-B-repressing factor,0.455686166,0.111111111,1.77E-05,5.15E-05,0.1,1.57E-05,4.80E-05,-0.011111111
Filaggrin-2,0.455686166,0.111111111,2.01E-05,5.84E-05,0.7,0.000110147,0.000447002,0.588888889
Apolipoprotein A-II,0.459633,2.555555556,0.000384113,0.000536967,2.1,0.000479343,0.000839324,-0.455555556
Lymphocyte antigen 6D,0.461791375,1.111111111,0.000178346,0.000170136,1.1,0.000205963,0.00024271,-0.011111111
26S proteasome non-ATPase regulatory subunit 2,0.466883479,0.222222222,3.86E-05,7.43E-05,0.4,6.35E-05,0.000137736,0.177777778
Acylamino-acid-releasing enzyme,0.466883479,0.222222222,3.50E-05,6.76E-05,0.2,3.23E-05,6.58E-05,-0.022222222
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,0.470226543,0.333333333,4.53E-05,6.64E-05,0.45,9.11E-05,0.000202194,0.116666667
Neutrophil collagenase,0.471392543,0.666666667,0.00010331,0.000167354,0.45,0.000100927,0.000169808,-0.216666667
ADP-ribosylation factor 5,0.471392543,0.666666667,9.88E-05,0.000188286,0.45,9.19E-05,0.000167815,-0.216666667
Cytoplasmic dynein 1 heavy chain 1,0.472337374,0.444444444,6.36E-05,7.38E-05,0.45,7.86E-05,0.0001308,0.005555556
Leukotriene A-4 hydrolase,0.474285748,0.666666667,0.00010759,0.000112974,0.65,0.000139206,0.000206417,-0.016666667
Tumor protein p63-regulated gene 1 protein,0.475873036,1.777777778,0.000238711,0.000278953,0.95,0.000185909,0.00018597,-0.827777778
Neutrophil defensin 1,0.47637172,23,0.003600871,0.003614882,17.95,0.003777469,0.005049946,-5.05
Cellular retinoic acid-binding protein 2,0.47653505,27.55555556,0.004194586,0.001621895,20.35,0.004097986,0.001854358,-7.205555556
Tubulin beta-2B chain,0.47653505,27.55555556,0.004116119,0.00125942,20.7,0.004289393,0.002286934,-6.855555556
Peroxiredoxin-1,0.47653505,13.33333333,0.00199508,0.000711831,9.55,0.002072754,0.000646784,-3.783333333
Putative elongation factor 1-alpha-like 3,0.47653505,51.77777778,0.007691454,0.003289931,36,0.00742711,0.00315548,-15.77777778
14-3-3 protein eta,0.47653505,10.11111111,0.00151579,0.000447789,6.65,0.001377754,0.000681058,-3.461111111
"Keratin, type I cytoskeletal 24",0.493656645,0.111111111,1.34E-05,3.89E-05,0.2,4.39E-05,0.00015889,0.088888889
Complement C5,0.493656645,0.111111111,1.34E-05,3.89E-05,0.2,4.27E-05,0.000144869,0.088888889
Metalloproteinase inhibitor 1,0.493656645,0.222222222,3.25E-05,9.47E-05,0.35,5.96E-05,0.00020274,0.127777778
Programmed cell death protein 6,0.493656645,0.111111111,1.63E-05,4.74E-05,0.15,3.92E-05,0.000129026,0.038888889
"Keratin, type I cytoskeletal 27",0.493656645,0.111111111,1.63E-05,4.74E-05,0.1,2.41E-05,7.31E-05,-0.011111111
Calcium signal-modulating cyclophilin ligand,0.493656645,0.111111111,1.63E-05,4.74E-05,0.1,2.25E-05,6.86E-05,-0.011111111
Coiled-coil domain-containing protein 6,0.493656645,0.111111111,1.55E-05,4.50E-05,0.1,2.27E-05,6.91E-05,-0.011111111
ALK tyrosine kinase receptor,0.493656645,0.111111111,2.01E-05,5.84E-05,0.1,2.31E-05,7.03E-05,-0.011111111
Adipocyte plasma membrane-associated protein,0.493656645,0.111111111,1.85E-05,5.39E-05,0.1,2.55E-05,7.77E-05,-0.011111111
Secreted Ly-6/uPAR domain-containing protein 2,0.493656645,0.111111111,1.65E-05,4.81E-05,0.1,2.15E-05,6.79E-05,-0.011111111
ADP/ATP translocase 2,0.493656645,0.111111111,1.65E-05,4.81E-05,0.1,2.24E-05,6.98E-05,-0.011111111
X-ray repair cross-complementing protein 5,0.493656645,0.111111111,1.65E-05,4.81E-05,0.1,2.55E-05,7.77E-05,-0.011111111
"Aldehyde dehydrogenase, mitochondrial",0.493656645,0.111111111,1.85E-05,5.39E-05,0.1,3.05E-05,9.32E-05,-0.011111111
Chromodomain-helicase-DNA-binding protein 1-like,0.493656645,0.111111111,1.85E-05,5.39E-05,0.1,2.47E-05,7.50E-05,-0.011111111
Zinc finger protein 28,0.493656645,0.111111111,1.65E-05,4.81E-05,0.1,2.09E-05,6.44E-05,-0.011111111
Gastricsin,0.493656645,0.222222222,3.31E-05,9.62E-05,0.25,4.10E-05,0.000125974,0.027777778
Olfactomedin-4,0.493656645,0.111111111,1.85E-05,5.39E-05,0.1,2.25E-05,6.86E-05,-0.011111111
Transient receptor potential cation channel subfamily V member 3,0.493656645,0.111111111,1.74E-05,5.05E-05,0.1,1.94E-05,5.93E-05,-0.011111111
Immunoglobulin delta heavy chain,0.493656645,0.111111111,1.65E-05,4.81E-05,0.15,3.47E-05,0.000107998,0.038888889
Immunoglobulin heavy constant delta,0.493656645,0.111111111,1.65E-05,4.81E-05,0.15,3.47E-05,0.000107998,0.038888889
Clathrin interactor 1,0.493656645,0.111111111,1.77E-05,5.15E-05,0.1,2.21E-05,6.71E-05,-0.011111111
Ras-related protein Rab-7a,0.493656645,0.111111111,1.77E-05,5.15E-05,0.1,2.17E-05,6.60E-05,-0.011111111
F-actin-capping protein subunit alpha-2,0.495263733,0.333333333,4.59E-05,9.78E-05,0.3,5.52E-05,0.000126748,-0.033333333
Immunoglobulin heavy variable 4-61,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
Immunoglobulin heavy variable 4-34,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
Immunoglobulin heavy variable 4-39,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
